Vehicle_ID,RSU_ID,Road_Segment_ID,Time_Slot,Area_Type,Road_Type,Weather_Condition,Traffic_Density_Level,Vehicle_Speed_kmph,Vehicle_Acceleration_mps2,Vehicle_Direction_Change_deg,Inter_Vehicle_Distance_m,Vehicle_Density_per_km,Queue_Length,Avg_Stop_Time_s,Roadside_Unit_Load_pct,Edge_Server_Load_pct,Available_Bandwidth_Mbps,Channel_Gain_dB,Signal_Strength_dBm,SNR_dB,Packet_Size_KB,Packet_Generation_Rate_pps,Transmission_Power_mW,Receiving_Power_mW,Idle_Power_mW,Battery_Level_pct,Energy_Consumed_mJ,Residual_Energy_mJ,Hop_Count,Link_Stability_Index,Connection_Duration_s,Handover_Count,Neighbor_Node_Count,Road_Obstruction_Flag,Line_of_Sight_Flag,Attack_Alert_Flag,Data_Sensitivity_Level,QoS_Priority_Class,Sensor_Message_Count,Traffic_Camera_Message_Count,Roadside_Event_Message_Count,Local_Computation_Load_pct,Update_Payload_Size_KB,Processing_Delay_ms,Queueing_Delay_ms,Propagation_Delay_ms,End_to_End_Latency_ms,Jitter_ms,Routing_Overhead_packets,Control_Message_Count,Packet_Loss_Rate_pct,Packet_Delivery_Ratio_pct,Throughput_Mbps,Route_Change_Count,Route_Stability_Index,Resource_Utilization_pct,Network_Lifetime_Score,Privacy_Risk_Score,Communication_Reliability_Score,Energy_Efficiency_Score,target_transmission_category
VEH_00779,RSU_0154,SEG_0342,Morning_Peak,Urban,Flyover,Cloudy,High,56.26,1.254,15.98,50.48,70.19,8,25.6,98.0,83.68,60.17,-63.18,-85.56,35.19,36.36,74.32,213.07,193.4,38.43,68.17,55.259,2920.915,7,0.6242,15.27,1,19,0,0,0,Low,Background,114.09,63.22,6.88,34.01,299.02,30.964,24.722,11.314,66.653,9.907,45.24,50.57,1.803,97.67,49.033,3,0.7044,78.36,62.867,25.35,71.215,27.904,Moderate_Transmission
VEH_00214,RSU_0183,SEG_0062,Midday,Urban,Multi_Lane_Road,Clear,Medium,63.22,1.091,16.2,58.82,49.52,9,24.18,26.07,48.92,100.44,-52.03,-68.78,35.59,41.81,94.31,282.83,84.06,48.03,61.99,41.913,2601.925,1,0.7041,27.18,4,16,0,0,0,Medium,Standard,71.61,46.62,26.09,70.91,174.2,25.634,20.968,6.137,60.285,5.047,42.47,26.83,7.245,89.6,85.023,4,0.6486,45.92,58.515,55.478,65.248,34.125,Moderate_Transmission
VEH_01112,RSU_0167,SEG_0429,Morning_Peak,Urban,Tunnel,Clear,Medium,33.26,2.516,23.45,61.04,62.41,5,11.47,36.13,35.55,108.36,-63.02,-60.78,30.76,51.14,90.05,229.59,172.64,48.66,76.29,51.672,3273.655,1,0.7753,8.74,0,8,0,1,0,High,High_Priority,87.35,49.15,7.21,47.12,209.84,22.539,19.544,4.96,48.896,10.222,23.37,39.29,0.599,98.734,106.519,0,0.96,45.85,78.87,69.484,86.091,36.132,Highly_Efficient_Secure_Transmission
VEH_01577,RSU_0212,SEG_0256,Morning_Peak,Highway,Tunnel,Rainy,Medium,92.38,3.02,24.2,53.31,30.97,8,11.04,63.67,67.77,131.14,-100.2,-78.91,17.41,24.79,71.3,440.09,240.02,60.27,84.45,59.245,3574.528,2,0.3874,16.04,1,25,0,1,0,High,Standard,52.91,48.63,26.62,35.96,287.49,24.316,22.169,4.366,57.416,6.248,19.71,25.59,2.198,96.866,119.679,0,0.5074,57.19,70.165,60.666,62.648,33.978,Moderate_Transmission
VEH_02449,RSU_0161,SEG_0347,Evening_Peak,Highway,Straight_Road,Clear,Medium,87.9,1.77,6.04,22.23,39.17,5,33.57,56.2,60.49,67.97,-54.82,-69.17,37.7,44.95,58.78,297.92,109.73,46.07,70.39,47.196,2967.002,2,0.6435,31.03,2,19,1,1,0,Medium,Standard,96.0,32.21,8.59,55.19,213.64,23.811,18.693,9.167,62.286,9.833,32.63,35.7,0.883,98.792,69.909,0,0.8377,58.96,70.657,48.097,82.198,36.053,Highly_Efficient_Secure_Transmission
VEH_01696,RSU_0014,SEG_0526,Night,Industrial,Straight_Road,Cloudy,High,39.82,1.798,13.99,50.43,62.14,7,26.7,63.48,45.63,90.81,-76.61,-64.45,24.9,46.71,95.38,328.62,125.19,55.08,89.5,45.876,3807.739,4,0.695,17.52,1,17,0,1,0,High,Background,126.21,31.38,29.02,29.03,311.35,13.967,14.632,8.702,42.02,13.867,43.11,56.34,3.026,95.941,85.853,1,0.8487,48.27,87.746,61.943,74.311,36.475,Highly_Efficient_Secure_Transmission
VEH_00592,RSU_0056,SEG_0304,Early_Morning,Highway,Curved_Road,Clear,High,69.61,1.515,6.49,43.6,60.93,8,31.82,66.2,72.54,55.82,-62.08,-47.7,36.33,40.18,117.26,244.77,97.56,44.64,82.4,55.69,3357.736,4,0.6294,42.47,0,14,0,0,0,High,Standard,170.19,36.6,37.88,62.33,221.74,25.868,21.979,3.949,47.916,8.876,23.55,50.67,0.1,99.911,47.153,1,0.831,66.43,75.533,58.402,71.033,30.32,Efficient_Transmission
VEH_01334,RSU_0228,SEG_0245,Morning_Peak,Smart_City_Zone,Straight_Road,Rainy,High,32.69,2.081,10.78,43.83,54.64,12,37.89,52.47,76.35,99.47,-97.32,-71.83,29.54,57.58,101.26,386.69,195.85,33.18,74.86,62.273,3074.077,4,0.7658,39.21,0,20,0,1,0,High,Standard,151.92,70.74,40.15,59.33,241.15,26.946,19.98,10.829,62.473,10.383,42.48,41.16,3.759,95.088,85.807,4,0.7828,53.73,62.852,60.003,78.536,30.967,Efficient_Transmission
VEH_01110,RSU_0081,SEG_0412,Night,Smart_City_Zone,Intersection,Clear,Very_High,23.16,2.845,10.56,60.79,78.13,14,33.66,91.1,71.56,44.26,-58.3,-59.15,37.78,66.43,134.45,133.78,152.35,44.9,84.6,48.349,3674.51,3,0.8553,43.38,0,29,0,1,0,Medium,High_Priority,148.59,90.56,44.65,65.63,285.86,31.647,32.183,5.642,71.548,8.977,25.57,46.01,0.37,98.207,37.085,4,0.9206,72.39,82.736,51.939,85.561,32.478,Highly_Efficient_Secure_Transmission
VEH_02140,RSU_0149,SEG_0217,Early_Morning,Industrial,Curved_Road,Clear,Medium,38.38,0.445,15.55,59.28,47.08,11,0.0,79.08,42.83,76.65,-70.64,-56.6,39.35,56.58,106.26,179.64,86.01,48.9,89.61,38.349,3847.895,5,0.7892,31.62,1,16,0,1,0,High,Standard,48.86,22.98,26.53,34.13,175.05,19.74,28.537,12.918,67.978,6.824,16.06,50.61,0.1,99.156,72.685,3,0.9015,48.84,92.173,68.819,83.565,40.675,Highly_Efficient_Secure_Transmission
VEH_00714,RSU_0046,SEG_0516,Evening_Peak,Suburban,Intersection,Clear,Medium,56.92,-0.638,11.33,45.34,56.76,4,26.63,51.74,56.3,106.07,-60.32,-65.0,33.66,46.86,82.29,264.49,132.93,62.64,71.23,54.806,3003.996,3,0.6663,21.75,1,8,0,1,0,High,Standard,79.13,45.45,14.7,33.66,232.16,31.666,18.429,7.904,62.687,8.255,46.73,60.31,2.23,95.803,90.17,2,0.7441,55.49,65.257,73.019,80.775,29.048,Efficient_Transmission
VEH_00936,RSU_0144,SEG_0474,Night,Urban,Curved_Road,Clear,High,38.67,1.68,6.82,50.56,47.9,14,15.42,35.94,77.45,78.48,-56.99,-69.51,30.3,63.42,108.19,292.66,130.1,48.31,67.86,62.285,2728.154,2,0.7711,29.48,1,11,0,0,0,Critical,Background,136.11,60.24,9.51,64.28,265.07,36.871,15.111,9.054,69.603,9.131,23.77,32.99,3.97,94.935,62.513,3,0.8951,65.88,60.951,92.958,81.306,25.299,Efficient_Transmission
VEH_01952,RSU_0238,SEG_0036,Night,Suburban,Intersection,Rainy,High,39.48,3.49,43.74,43.33,59.06,10,28.35,55.29,70.53,73.93,-87.42,-85.8,28.43,26.94,139.24,285.33,172.9,52.9,43.8,61.835,1697.041,3,0.4294,29.13,2,22,0,1,0,Low,Standard,195.4,65.57,23.31,53.47,255.6,26.855,11.66,5.951,45.738,10.052,27.94,28.48,4.161,94.11,61.227,2,0.5157,59.75,33.843,34.829,56.682,15.392,Poor_Transmission
VEH_00242,RSU_0016,SEG_0178,Midday,Suburban,Curved_Road,Rainy,Low,92.69,2.197,31.61,86.73,29.3,7,7.12,43.88,8.0,100.94,-97.36,-76.78,15.94,43.9,72.68,365.87,171.01,53.75,90.65,32.44,3941.586,3,0.2866,4.89,2,7,0,1,0,Low,Emergency,91.29,54.68,21.05,32.89,181.11,17.673,15.768,5.362,41.732,9.712,14.76,33.77,5.848,94.747,92.011,1,0.3612,26.19,72.354,22.524,51.96,46.764,Moderate_Transmission
VEH_02044,RSU_0120,SEG_0387,Morning_Peak,Highway,Straight_Road,Clear,Medium,92.82,-0.071,18.75,47.84,53.57,4,13.3,64.35,35.33,63.72,-63.54,-65.47,26.05,37.77,85.83,309.74,94.53,62.99,82.4,33.837,3708.04,2,0.4048,11.3,1,6,0,1,0,Low,Background,54.93,49.51,23.37,34.65,143.67,10.471,19.532,8.029,39.141,6.227,23.37,38.82,2.103,97.833,60.503,4,0.4479,42.37,69.455,29.167,62.903,41.922,Moderate_Transmission
VEH_00002,RSU_0084,SEG_0017,Morning_Peak,Urban,Flyover,Clear,Medium,55.87,1.899,5.83,45.22,50.46,7,23.89,46.63,53.04,91.45,-52.38,-47.98,22.17,24.8,112.13,299.08,126.89,34.68,66.72,50.801,2827.736,2,0.5986,27.47,1,22,1,1,0,Medium,Background,79.76,48.58,28.68,54.8,214.11,25.16,14.113,6.266,56.232,12.52,19.98,36.11,6.785,92.171,75.548,4,0.5893,54.07,53.932,42.887,62.298,28.393,Poor_Transmission
VEH_02273,RSU_0157,SEG_0048,Night,Highway,Flyover,Rainy,High,66.44,0.869,15.09,35.83,53.69,10,24.68,68.18,42.23,94.84,-96.15,-84.86,23.09,26.26,101.73,349.22,201.1,37.67,75.98,56.571,3140.951,4,0.5551,30.5,1,12,0,0,0,Medium,Standard,115.69,77.23,22.51,68.29,167.67,22.12,18.038,6.543,49.098,10.384,42.05,60.97,1.509,97.35,81.49,1,0.6784,60.99,62.408,47.092,72.116,30.598,Moderate_Transmission
VEH_01769,RSU_0220,SEG_0062,Night,Suburban,Multi_Lane_Road,Cloudy,Very_High,26.91,0.509,8.4,13.63,82.01,15,27.97,83.91,86.77,37.26,-58.58,-68.62,35.27,41.41,98.22,259.85,159.55,47.13,100.0,51.793,4374.507,3,0.8225,31.1,0,27,0,1,0,Medium,High_Priority,179.09,110.76,48.4,69.95,257.66,41.717,31.577,7.459,78.541,8.934,47.95,64.33,3.933,94.483,18.065,2,0.9054,82.18,95.293,53.009,77.033,35.733,Highly_Efficient_Secure_Transmission
VEH_01950,RSU_0008,SEG_0069,Evening_Peak,Highway,Multi_Lane_Road,Rainy,Medium,95.95,0.961,8.35,49.75,44.78,11,7.25,66.1,39.44,65.92,-92.66,-87.04,22.92,43.68,87.56,307.77,286.98,51.95,54.51,43.202,2362.32,3,0.4314,15.93,0,14,0,1,0,High,Emergency,87.28,56.41,35.5,29.23,200.34,23.703,20.776,9.889,52.312,9.317,12.46,39.96,0.575,99.584,61.075,4,0.554,47.56,52.578,60.497,66.211,30.167,Moderate_Transmission
VEH_02164,RSU_0088,SEG_0366,Evening_Peak,Urban,Flyover,Clear,Low,55.06,0.198,13.87,92.41,21.32,3,12.41,41.72,45.95,124.4,-55.07,-66.05,31.68,53.58,45.59,312.98,196.14,51.31,57.5,41.418,2572.806,4,0.6842,31.77,0,14,0,0,0,Medium,Background,128.4,75.94,19.69,38.48,174.43,26.492,9.405,15.01,49.559,9.089,29.04,17.8,2.088,95.925,116.531,0,0.8495,43.25,58.824,46.401,75.319,39.241,Efficient_Transmission
VEH_00918,RSU_0131,SEG_0162,Evening_Peak,Suburban,Flyover,Cloudy,Medium,39.79,1.773,14.02,46.28,42.46,12,35.95,49.22,62.98,97.17,-75.06,-74.69,23.19,29.25,70.15,245.69,140.24,29.69,89.09,36.828,3824.233,4,0.6518,29.7,1,13,0,1,0,Low,High_Priority,187.69,31.69,18.99,34.76,114.55,25.771,12.417,12.35,51.565,13.744,34.23,40.18,2.704,96.962,89.166,2,0.7476,50.3,85.501,24.181,69.97,46.962,Highly_Efficient_Secure_Transmission
VEH_02242,RSU_0217,SEG_0488,Evening_Peak,Urban,Straight_Road,Cloudy,Low,69.09,1.049,25.25,57.05,56.93,7,20.89,22.03,50.1,105.79,-75.79,-74.11,30.44,31.59,54.71,191.65,108.34,67.89,61.51,41.939,2624.06,1,0.6902,48.68,3,14,1,1,0,Medium,Standard,45.61,36.74,27.22,39.28,248.74,22.612,26.477,6.324,68.305,9.72,30.89,33.66,5.799,91.921,86.97,0,0.7534,36.91,59.863,54.625,70.871,34.841,Moderate_Transmission
VEH_00090,RSU_0019,SEG_0431,Evening_Peak,Smart_City_Zone,Straight_Road,Clear,Medium,45.2,0.399,10.66,48.66,43.1,11,10.87,9.84,22.51,129.94,-64.0,-40.1,33.1,27.93,115.55,160.33,136.32,73.54,66.52,34.611,2758.46,4,0.6906,18.06,2,13,0,0,0,Low,Background,98.43,87.79,30.34,56.64,246.9,19.744,15.503,5.907,48.188,11.187,41.54,47.13,3.73,94.324,117.835,3,0.7629,29.7,62.037,27.953,72.914,47.932,Efficient_Transmission
VEH_01710,RSU_0097,SEG_0489,Evening_Peak,Suburban,Tunnel,Rainy,Medium,54.99,4.529,7.54,57.64,47.37,7,19.7,62.23,43.04,64.8,-77.62,-96.38,24.29,33.07,44.46,387.59,184.37,43.87,50.97,36.677,2174.567,5,0.5833,21.87,3,13,0,1,0,High,Background,67.7,75.93,7.95,46.71,268.78,22.954,13.846,10.7,54.653,10.528,49.12,48.64,4.733,93.832,60.706,1,0.6691,47.66,52.122,71.305,70.398,25.375,Poor_Transmission
VEH_02170,RSU_0066,SEG_0230,Midday,Urban,Straight_Road,Rainy,Medium,54.25,1.435,68.28,46.05,47.88,4,16.75,37.66,59.24,79.61,-77.39,-84.71,27.88,5.45,58.55,332.48,188.64,50.09,76.69,40.362,3343.885,3,0.464,17.51,0,8,0,1,0,Medium,Emergency,110.47,79.78,8.88,63.3,203.68,32.854,14.05,10.91,62.965,12.581,30.53,27.58,3.01,94.683,67.562,2,0.5812,53.65,72.482,51.409,64.343,37.64,Moderate_Transmission
VEH_00143,RSU_0079,SEG_0370,Morning_Peak,Urban,Curved_Road,Windy,Medium,39.63,1.808,13.46,55.86,44.57,6,16.65,73.86,45.45,62.62,-75.38,-67.92,21.23,43.66,144.58,369.64,131.34,75.87,43.03,60.858,1686.339,4,0.6357,10.86,2,17,1,1,0,High,High_Priority,61.5,53.95,10.48,48.14,196.29,30.946,15.581,7.812,61.946,10.87,32.07,33.12,7.78,90.239,51.886,2,0.7075,53.18,41.991,70.57,67.52,15.61,Poor_Transmission
VEH_00106,RSU_0086,SEG_0178,Evening_Peak,Highway,Straight_Road,Rainy,High,53.27,3.651,32.18,45.32,73.82,9,13.47,66.87,92.65,64.46,-93.88,-91.51,28.53,63.89,64.17,274.25,220.99,40.06,39.34,49.892,1425.406,3,0.5521,11.27,0,12,1,1,0,Medium,Standard,152.75,92.58,34.88,57.03,246.17,29.603,18.568,10.278,68.498,8.991,38.85,44.52,8.187,90.435,44.06,2,0.6405,69.61,35.038,58.642,62.595,16.983,Poor_Transmission
VEH_00887,RSU_0124,SEG_0410,Midday,Urban,Straight_Road,Windy,Medium,58.97,2.393,13.82,55.02,52.33,10,19.83,17.15,64.8,60.66,-86.49,-73.07,25.83,39.12,101.96,354.54,214.95,36.94,88.26,60.648,3783.2,1,0.6273,26.74,1,12,0,0,0,High,Emergency,136.03,59.39,26.15,58.34,137.64,29.878,22.638,2.861,54.462,8.644,25.71,34.05,4.373,94.163,48.022,5,0.6446,39.87,73.59,58.667,68.308,26.293,Moderate_Transmission
VEH_00428,RSU_0202,SEG_0568,Morning_Peak,Smart_City_Zone,Tunnel,Clear,High,39.48,2.739,11.37,41.24,65.03,13,22.31,72.37,74.53,93.54,-53.06,-41.75,28.39,52.07,94.14,198.33,167.19,28.55,61.57,57.786,2428.856,2,0.6552,51.83,1,16,0,0,0,Medium,Background,203.55,96.63,32.02,68.39,236.16,22.25,18.507,8.537,53.029,12.476,22.71,32.01,3.512,95.896,82.103,1,0.8254,69.09,58.072,39.584,72.868,27.962,Moderate_Transmission
VEH_01329,RSU_0210,SEG_0590,Evening_Peak,Suburban,Curved_Road,Clear,Very_High,47.57,0.857,9.32,55.54,69.31,14,25.39,68.72,63.75,43.77,-59.92,-60.83,37.75,61.97,125.66,238.65,168.31,37.66,54.84,55.058,2135.57,6,0.7275,31.31,0,20,0,1,0,Low,Standard,182.22,79.11,39.32,54.02,242.52,31.652,14.93,10.79,57.592,12.708,37.62,46.3,0.631,98.115,33.769,2,0.9067,60.47,53.028,31.975,80.404,20.574,Moderate_Transmission
VEH_01896,RSU_0150,SEG_0270,Evening_Peak,Urban,Intersection,Cloudy,Medium,53.64,2.49,9.08,57.12,51.95,6,26.45,33.94,52.33,104.58,-68.82,-65.78,28.25,5.89,29.65,356.69,211.22,38.77,81.25,39.908,3487.489,2,0.7006,28.35,0,10,0,1,0,High,High_Priority,77.98,36.52,16.08,50.28,198.09,16.125,13.256,10.728,34.489,7.051,21.32,20.78,0.401,98.622,99.058,1,0.8094,41.72,75.585,67.467,78.98,44.125,Highly_Efficient_Secure_Transmission
VEH_01995,RSU_0046,SEG_0206,Night,Highway,Straight_Road,Cloudy,Low,123.23,2.017,9.25,63.84,30.67,6,3.83,33.07,20.86,104.24,-58.58,-73.38,28.11,36.44,76.61,309.63,127.74,46.93,63.84,31.927,2838.905,2,0.4603,12.3,0,12,0,1,0,Low,Emergency,56.57,56.28,15.88,54.52,114.8,11.414,11.073,5.128,27.763,8.399,2.66,20.86,0.1,98.737,98.707,0,0.6089,34.43,63.351,19.113,69.257,44.458,Efficient_Transmission
VEH_00317,RSU_0113,SEG_0082,Morning_Peak,Urban,Flyover,Foggy,Medium,49.47,3.302,27.84,64.06,49.27,5,21.1,42.76,55.44,68.38,-88.01,-79.22,21.28,65.24,117.74,382.14,232.67,25.69,61.42,65.14,2452.683,4,0.4672,8.41,3,17,1,1,0,Medium,Standard,200.57,78.1,30.33,10.22,180.35,23.659,22.963,10.832,68.954,12.081,28.38,43.41,7.388,90.686,52.769,1,0.4755,29.3,42.057,38.237,57.822,14.7,Poor_Transmission
VEH_01987,RSU_0091,SEG_0193,Evening_Peak,Industrial,Flyover,Cloudy,Low,57.46,2.318,15.18,72.61,54.4,8,15.68,32.78,38.22,146.64,-62.54,-53.85,17.34,28.08,90.21,335.65,147.06,53.68,73.45,44.889,3111.034,2,0.5199,16.9,0,12,0,1,0,High,High_Priority,51.59,28.38,28.57,11.87,94.22,25.295,19.948,5.416,51.879,7.961,11.32,10.51,5.731,94.895,131.442,1,0.6488,24.47,67.619,62.357,65.495,39.802,Moderate_Transmission
VEH_00635,RSU_0141,SEG_0189,Morning_Peak,Urban,Curved_Road,Foggy,Medium,58.21,1.274,17.37,55.86,60.62,3,2.91,5.17,61.91,122.98,-97.27,-104.13,16.93,59.51,46.0,335.51,227.46,48.36,66.5,41.877,2734.029,3,0.4643,27.63,1,12,0,1,0,Medium,Emergency,103.37,64.72,12.62,19.39,173.27,22.443,14.01,6.846,42.751,12.619,34.15,57.06,6.514,91.908,109.318,3,0.4727,24.06,55.796,46.341,58.363,33.793,Poor_Transmission
VEH_01926,RSU_0033,SEG_0276,Night,Smart_City_Zone,Tunnel,Foggy,High,47.33,5.4,22.06,54.47,57.33,18,32.17,60.55,74.67,41.78,-106.05,-91.78,18.35,54.53,100.73,323.45,242.41,47.08,67.45,67.545,2680.201,3,0.529,18.94,0,27,1,1,0,High,Background,150.3,97.31,25.2,58.48,209.39,29.106,26.294,8.769,71.882,8.208,21.5,61.02,6.578,92.244,37.876,2,0.6522,64.48,55.026,55.563,65.057,16.866,Poor_Transmission
VEH_02057,RSU_0133,SEG_0074,Early_Morning,Highway,Straight_Road,Rainy,Medium,82.7,-0.402,46.48,71.1,47.24,10,20.38,44.04,32.98,108.37,-99.11,-90.88,26.97,28.65,122.98,269.51,154.63,59.67,72.13,47.707,3105.153,4,0.3046,22.48,1,13,0,0,0,Medium,Standard,144.42,32.64,14.57,33.51,215.99,17.936,8.911,11.372,44.514,7.704,26.4,42.09,1.913,97.848,103.479,2,0.4476,30.96,59.496,45.051,60.683,39.488,Moderate_Transmission
VEH_02271,RSU_0218,SEG_0010,Evening_Peak,Industrial,Flyover,Rainy,Medium,46.44,1.082,2.66,41.33,34.02,5,13.83,87.13,57.72,94.06,-88.87,-73.99,11.71,41.89,94.75,300.7,193.18,34.28,72.39,43.425,3046.423,3,0.4912,31.82,2,15,0,1,0,Low,Background,82.85,38.91,8.75,78.79,253.89,20.284,19.425,8.791,59.865,8.995,30.13,28.57,5.049,92.868,80.301,1,0.5463,72.82,60.699,26.657,61.018,37.245,Moderate_Transmission
VEH_01440,RSU_0077,SEG_0216,Evening_Peak,Urban,Flyover,Clear,High,31.35,1.852,32.3,63.09,56.07,8,23.13,49.32,64.38,63.0,-55.51,-45.03,33.37,36.69,112.54,219.98,145.22,36.61,88.68,52.931,3725.333,5,0.8363,41.79,0,22,0,1,0,Low,High_Priority,113.25,92.57,25.61,32.89,235.88,34.113,21.035,7.371,64.374,8.723,35.51,42.0,4.243,94.978,52.397,1,0.99,42.82,88.635,21.599,83.792,33.207,Highly_Efficient_Secure_Transmission
VEH_00553,RSU_0155,SEG_0290,Morning_Peak,Urban,Multi_Lane_Road,Rainy,Low,61.19,2.309,43.52,72.56,11.51,8,21.8,29.58,25.31,117.82,-96.8,-86.39,29.26,11.96,49.75,427.09,193.83,50.53,70.11,36.156,2994.05,4,0.3813,20.11,3,18,0,1,1,Medium,Standard,76.75,78.78,21.01,50.97,189.61,21.771,10.688,10.19,63.429,6.843,22.41,19.52,8.159,90.293,102.02,0,0.4611,37.59,59.839,51.977,57.115,30.761,Poor_Transmission
VEH_00716,RSU_0121,SEG_0445,Night,Highway,Straight_Road,Clear,Medium,93.12,1.457,35.01,54.31,54.14,5,21.54,51.1,47.88,116.14,-58.0,-55.78,38.17,45.16,55.02,171.32,174.0,41.79,73.3,41.764,3144.638,5,0.4452,17.31,1,18,0,0,0,Medium,Background,63.96,42.87,19.98,48.74,203.28,27.331,23.395,11.807,63.426,6.443,43.05,51.07,1.308,99.776,113.142,1,0.5832,46.1,65.78,48.595,69.571,44.388,Efficient_Transmission
VEH_01288,RSU_0128,SEG_0552,Evening_Peak,Highway,Straight_Road,Clear,High,61.98,1.877,6.03,30.19,51.02,8,27.83,64.11,63.69,71.5,-57.32,-53.25,36.7,40.03,88.33,235.46,192.89,70.88,100.0,53.999,4252.623,1,0.6894,34.97,3,14,1,1,0,Medium,Standard,181.38,52.54,17.93,58.1,251.86,24.798,20.88,5.711,65.904,10.003,53.45,45.43,5.492,93.75,55.205,2,0.7148,68.49,84.769,56.313,71.073,36.51,Efficient_Transmission
VEH_01714,RSU_0078,SEG_0193,Morning_Peak,Urban,Curved_Road,Clear,Low,65.33,0.751,5.33,82.29,32.79,6,15.54,42.69,49.83,119.44,-52.42,-65.95,33.93,51.7,44.17,241.2,143.27,73.12,80.15,34.96,3486.082,5,0.7365,15.6,2,11,0,1,0,High,Standard,54.76,44.0,21.26,42.43,139.81,21.503,14.762,6.581,46.945,8.2,26.43,39.93,0.1,99.827,113.898,1,0.8856,50.54,81.646,59.705,81.219,52.61,Highly_Efficient_Secure_Transmission
VEH_01884,RSU_0152,SEG_0289,Early_Morning,Suburban,Straight_Road,Cloudy,High,48.04,2.314,28.08,25.25,53.97,8,23.16,62.88,80.02,66.53,-70.68,-55.3,24.77,56.39,115.21,321.27,206.01,66.84,71.62,58.051,2946.427,10,0.5621,19.79,1,16,1,0,0,High,High_Priority,76.14,85.97,23.34,66.28,227.04,31.324,25.084,18.399,81.765,11.291,52.18,31.51,6.126,92.555,48.978,4,0.6118,63.2,59.58,71.443,65.921,25.279,Poor_Transmission
VEH_01108,RSU_0067,SEG_0583,Morning_Peak,Urban,Straight_Road,Clear,Very_High,26.95,1.267,8.59,40.84,82.3,12,26.29,62.38,88.25,67.12,-57.19,-59.57,35.31,45.64,122.93,262.57,103.7,49.19,75.56,60.911,3128.633,5,0.7633,40.53,0,25,0,1,0,High,High_Priority,187.03,68.9,26.58,88.33,311.71,40.507,19.848,12.288,78.954,14.603,57.22,60.59,0.1,97.732,53.898,7,0.7757,79.88,68.38,67.146,78.438,24.196,Moderate_Transmission
VEH_01342,RSU_0239,SEG_0144,Morning_Peak,Highway,Curved_Road,Clear,High,74.17,2.372,9.3,62.12,72.19,12,23.39,77.56,77.92,70.12,-67.77,-39.41,28.79,26.32,107.54,251.79,104.85,76.24,87.09,53.833,3677.045,5,0.6181,25.59,0,25,1,1,0,Medium,Background,153.57,53.82,35.73,62.51,258.9,25.833,24.924,13.27,63.875,9.479,36.41,34.33,4.149,95.47,58.575,1,0.7415,73.48,73.917,35.133,71.24,32.74,Efficient_Transmission
VEH_00111,RSU_0115,SEG_0389,Night,Urban,Curved_Road,Clear,Low,60.04,1.14,6.36,69.56,47.86,3,5.68,35.33,39.08,119.67,-56.12,-67.0,36.19,48.59,24.7,222.0,135.75,41.85,73.47,24.892,3291.016,4,0.8137,23.3,3,9,0,0,0,Medium,Standard,116.95,60.68,19.89,28.93,177.29,20.589,5.185,8.53,41.863,8.367,41.68,27.4,0.1,98.562,110.436,3,0.8858,38.89,78.893,45.22,83.87,51.692,Highly_Efficient_Secure_Transmission
VEH_00251,RSU_0063,SEG_0407,Night,Urban,Multi_Lane_Road,Clear,Medium,56.48,1.698,6.28,67.98,32.23,15,16.55,41.36,43.34,105.12,-61.45,-53.46,24.06,15.2,91.5,299.49,144.19,24.81,86.74,41.1,3809.098,1,0.6686,5.71,2,11,0,1,0,Medium,Background,140.34,9.2,34.83,33.99,109.68,23.591,21.426,2.805,53.667,7.902,19.89,50.7,3.404,95.578,92.932,2,0.7934,42.69,88.96,38.324,70.312,44.092,Highly_Efficient_Secure_Transmission
VEH_02431,RSU_0113,SEG_0370,Early_Morning,Urban,Straight_Road,Clear,Medium,49.18,1.821,10.05,55.98,51.54,10,23.87,38.58,69.8,117.71,-58.86,-62.0,35.15,43.46,85.77,232.08,118.97,29.09,92.9,50.715,4005.944,7,0.8426,22.72,1,12,0,1,0,Medium,High_Priority,113.94,66.12,17.44,56.47,133.82,35.462,19.336,13.573,71.115,6.364,37.71,30.92,0.1,98.458,104.17,2,0.9426,57.85,88.243,46.882,82.762,44.295,Highly_Efficient_Secure_Transmission
VEH_02055,RSU_0094,SEG_0441,Midday,Suburban,Multi_Lane_Road,Clear,Very_High,37.81,2.014,16.52,17.67,63.28,14,27.01,75.78,99.0,29.02,-56.7,-61.39,32.9,40.54,96.53,245.53,185.88,34.16,74.06,56.38,3066.198,5,0.7428,34.57,0,28,0,1,0,High,High_Priority,194.61,92.92,46.42,79.61,268.87,36.055,30.081,11.732,74.392,8.839,41.62,50.82,0.318,98.859,16.32,2,0.8518,92.35,68.063,60.416,83.357,23.649,Efficient_Transmission
VEH_00459,RSU_0227,SEG_0564,Midday,Urban,Tunnel,Clear,Very_High,21.91,1.387,32.65,35.81,73.49,10,26.3,98.0,96.17,39.61,-71.69,-64.68,34.49,72.64,121.92,302.98,162.47,57.04,74.28,61.666,3165.418,6,0.8174,21.49,0,23,0,1,0,High,High_Priority,169.91,98.05,51.57,67.43,275.88,27.279,29.655,11.15,71.581,13.489,48.04,68.87,0.1,99.513,33.732,2,0.99,94.54,71.544,71.52,85.192,24.29,Efficient_Transmission
